origin,dest,count,year
2,117,163,2025
3,117,65,2025
4,117,50,2025
5,117,1794,2025
6,117,21,2025
7,117,113647,2025
8,117,5737,2025
9,117,6076,2025
11,117,13387,2025
12,117,286,2025
13,117,12765,2025
14,117,3232,2025
15,117,3060,2025
16,117,155,2025
17,117,7,2025
18,117,1151,2025
1,118,530,2025
7,118,2738,2025
8,118,210,2025
9,118,162,2025
11,118,1230,2025
13,118,230,2025
14,118,40,2025
1,119,3080,2025
3,119,42,2025
4,119,15,2025
7,119,4063,2025
8,119,490,2025
9,119,450,2025
11,119,645,2025
13,119,1002,2025
14,119,367,2025
15,119,278,2025
16,119,216,2025
17,119,10,2025
18,119,165,2025
1,120,240,2025
7,120,420,2025
9,120,30,2025
11,120,8973,2025
13,120,315,2025
18,120,20,2025
1,121,10488,2025
7,121,53977,2025
9,121,55,2025
12,121,12500,2025
13,121,1640,2025
1,122,4616,2025
4,122,50,2025
7,122,126467,2025
13,122,1621,2025
15,122,30,2025
7,123,4878,2025
9,123,10,2025
1,124,23324,2025
7,124,123990,2025
12,124,17528,2025
13,124,907,2025
15,124,35,2025
16,124,50,2025
1,125,17033,2025
7,125,91818,2025
9,125,112,2025
13,125,5773,2025
14,125,38,2025
1,126,40552,2025
2,126,262,2025
7,126,104405,2025
9,126,10,2025
13,126,17984,2025
1,127,37511,2025
3,127,325,2025
7,127,211841,2025
8,127,45,2025
9,127,444,2025
12,127,20479,2025
14,127,205,2025
16,127,165,2025
1,128,141,2025
2,128,68,2025
7,128,405,2025
13,128,88,2025
1,129,1046,2025
2,129,7569,2025
7,129,3427,2025
13,129,174,2025
1,130,7031,2025
2,130,291,2025
7,130,19891,2025
13,130,1344,2025
1,131,3190,2025
2,131,11439,2025
7,131,7284,2025
13,131,1613,2025
1,13,6006,2025
2,13,419,2025
7,13,17031,2025
13,13,2960,2025
1,133,2612,2025
7,133,18778,2025
13,133,75,2025
1,134,3060,2025
2,134,715,2025
7,134,12788,2025
13,134,1169,2025
14,135,37790,2025
8,136,2570,2025
14,136,4230,2025
15,136,50,2025
3,137,1025,2025
14,137,15225,2025
3,138,750,2025
4,138,900,2025
7,138,1700,2025
8,138,700,2025
14,138,96580,2025
16,138,500,2025
3,139,1326,2025
4,139,2109,2025
14,139,468938,2025
16,139,1445,2025
1,140,60,2025
3,140,2100,2025
4,140,800,2025
7,140,9855,2025
8,140,5070,2025
14,140,174510,2025
16,140,3000,2025
1,141,35,2025
4,141,1100,2025
7,141,125,2025
14,141,6270,2025
3,142,2250,2025
7,142,1625,2025
8,142,885,2025
14,142,28531,2025
16,142,250,2025
4,143,11628,2025
14,143,128014,2025
3,144,1938,2025
7,144,5,2025
14,144,152003,2025
18,144,12,2025
7,145,2700,2025
14,145,40433,2025
3,146,3750,2025
14,146,5340,2025
8,147,6790,2025
14,147,74190,2025
8,148,250,2025
14,148,28505,2025
4,149,750,2025
8,149,1105,2025
14,149,76902,2025
16,149,175,2025
8,150,4480,2025
14,150,314337,2025
16,150,9833,2025
3,151,1240,2025
7,151,208,2025
14,151,29173,2025
3,152,650,2025
8,152,8801,2025
14,152,35705,2025
7,153,130,2025
8,153,450,2025
14,153,920,2025
1,154,75,2025
7,154,300,2025
14,154,20775,2025
14,155,3835,2025
1,156,1760,2025
2,156,422,2025
7,156,13130,2025
9,156,4895,2025
15,156,46635,2025
1,157,1130,2025
2,157,175,2025
7,157,13186,2025
9,157,3762,2025
13,157,410,2025
15,157,41087,2025
7,158,4372,2025
9,158,7560,2025
15,158,14496,2025
1,159,70,2025
7,159,2001,2025
9,159,290,2025
13,159,5,2025
14,159,10,2025
15,159,4912,2025
7,160,1770,2025
9,160,40,2025
15,160,7385,2025
1,161,395,2025
7,161,3865,2025
9,161,250,2025
15,161,17504,2025
17,161,20,2025
15,162,38985,2025
17,162,45,2025
1,163,15,2025
3,163,282,2025
7,163,1137,2025
9,163,165,2025
14,163,250,2025
15,163,345,2025
18,163,59,2025
7,164,1370,2025
15,164,3361,2025
7,165,7118,2025
9,165,5,2025
15,165,31777,2025
17,165,5120,2025
7,166,3170,2025
15,166,11953,2025
7,167,2484,2025
9,167,697,2025
15,167,52270,2025
17,167,180,2025
7,168,6649,2025
9,168,295,2025
14,168,5,2025
15,168,71059,2025
17,168,6497,2025
18,168,10,2025
1,169,245,2025
7,169,1865,2025
8,169,5,2025
9,169,10,2025
14,169,10,2025
15,169,8404,2025
1,170,605,2025
3,170,2305,2025
4,170,2445,2025
5,170,40,2025
7,170,8995,2025
8,170,8855,2025
9,170,55,2025
13,170,50,2025
14,170,7295,2025
16,170,51035,2025
17,170,65,2025
18,170,75,2025
7,171,130,2025
14,171,135,2025
16,171,2125,2025
1,172,255,2025
3,172,6140,2025
4,172,185,2025
7,172,965,2025
8,172,335,2025
14,172,1305,2025
16,172,11410,2025
3,173,350,2025
7,173,25,2025
14,173,60,2025
16,173,25395,2025
1,174,100,2025
7,174,140,2025
8,174,150,2025
16,174,51705,2025
1,175,40,2025
3,175,10160,2025
7,175,135,2025
8,175,415,2025
14,175,810,2025
16,175,51805,2025
8,176,55,2025
14,176,105,2025
16,176,30547,2025
16,177,32425,2025
1,178,390,2025
2,178,150,2025
3,178,45,2025
7,178,8395,2025
9,178,3069,2025
14,178,225,2025
15,178,3887,2025
17,178,15466,2025
18,178,160,2025
7,179,3550,2025
14,179,130,2025
17,179,18733,2025
7,180,8615,2025
17,180,13926,2025
4,181,9160,2025
7,181,6279,2025
8,181,567,2025
9,181,1265,2025
14,181,150,2025
17,181,79304,2025
7,182,1107,2025
9,182,6596,2025
15,182,50,2025
17,182,1955,2025
18,182,5,2025
2,183,35,2025
7,183,1029,2025
9,183,746,2025
15,183,3972,2025
17,183,15770,2025
3,184,420,2025
7,184,2955,2025
9,184,5,2025
17,184,33588,2025
2,185,6,2025
3,185,20,2025
7,185,15788,2025
8,185,279,2025
9,185,1040,2025
14,185,25,2025
15,185,305,2025
17,185,30249,2025
4,186,64,2025
7,186,7683,2025
9,186,10,2025
14,186,20,2025
15,186,195,2025
17,186,26969,2025
1,187,35,2025
4,187,5,2025
7,187,1830,2025
9,187,1181,2025
15,187,425,2025
17,187,7158,2025
3,188,54,2025
4,188,3055,2025
7,188,1469,2025
16,188,51,2025
17,188,27958,2025
4,189,1725,2025
7,189,4716,2025
8,189,3373,2025
9,189,810,2025
14,189,712,2025
17,189,2597,2025
4,190,516,2025
7,190,645,2025
9,190,160,2025
15,190,3128,2025
17,190,13079,2025
7,191,3519,2025
8,191,728,2025
9,191,203,2025
17,191,2604,2025
2,192,175,2025
7,192,69750,2025
9,192,13,2025
14,192,24,2025
15,192,500,2025
18,192,5401,2025
1,193,7048,2025
2,193,13173,2025
3,193,170,2025
7,193,94170,2025
9,193,1448,2025
13,193,6271,2025
14,193,2606,2025
15,193,2564,2025
18,193,9033,2025
1,194,593,2025
2,194,35,2025
7,194,16009,2025
13,194,68,2025
18,194,10280,2025
2,195,253,2025
7,195,51014,2025
8,195,116,2025
9,195,240,2025
15,195,55,2025
18,195,700,2025
1,196,2507,2025
7,196,20116,2025
9,196,139,2025
13,196,50,2025
18,196,3595,2025
1,197,26599,2025
2,197,85,2025
3,197,23,2025
7,197,120582,2025
8,197,328,2025
9,197,5357,2025
13,197,945,2025
14,197,334,2025
15,197,1606,2025
16,197,75,2025
2,198,495,2025
4,198,430,2025
7,198,101844,2025
8,198,100,2025
9,198,805,2025
13,198,3541,2025
14,198,387,2025
15,198,785,2025
17,198,120,2025
18,198,14593,2025
1,199,1689,2025
2,199,21,2025
3,199,120,2025
4,199,117,2025
7,199,10505,2025
9,199,1415,2025
15,199,45,2025
18,199,1340,2025
9,200,45,2025
1,123,130,2025
1,83,65,2025
1,60,8460,2025
1,111,8,2025
1,198,21507,2025
1,54,20023,2025
1,195,357,2025
1,114,45,2025
1,25,1340,2025
1,7,225,2025
1,26,3023,2025
1,19,3500,2025
1,29,833,2025
1,202,1420,2025
1,192,3849,2025
1,200,695,2025
1,58,25,2025
1,53,18809,2025
2,109,5,2025
2,124,25,2025
2,118,5,2025
2,121,10,2025
2,54,1025,2025
2,59,550,2025
3,82,25,2025
3,75,31,2025
3,109,5,2025
3,83,40,2025
3,59,1540,2025
4,80,46000,2025
4,88,107,2025
4,59,250,2025
4,127,80,2025
4,83,100,2025
4,104,45,2025
5,119,150,2025
5,54,255,2025
5,53,1674,2025
5,110,574,2025
5,118,20,2025
6,61,35,2025
6,106,75,2025
7,202,1500,2025
7,200,6598,2025
7,7,6521,2025
7,86,210,2025
7,111,12,2025
7,83,255,2025
8,54,262,2025
8,203,6145,2025
8,114,15,2025
9,59,5,2025
9,29,15,2025
9,83,320,2025
9,55,350,2025
10,105,1005,2025
10,117,176,2025
10,104,620,2025
10,106,1760,2025
12,126,2501,2025
12,97,10,2025
12,28,55,2025
12,123,284,2025
12,108,10,2025
13,54,12934,2025
13,111,10,2025
13,29,820,2025
13,127,1055,2025
13,74,130,2025
13,58,10650,2025
13,75,118,2025
13,64,2850,2025
13,21,990,2025
13,60,297,2025
13,68,630,2025
13,123,30,2025
13,97,230,2025
13,22,720,2025
14,121,115,2025
14,59,590,2025
14,29,20,2025
14,110,35,2025
14,83,185,2025
14,44,25,2025
14,80,20175,2025
15,59,10,2025
15,184,5,2025
15,110,10,2025
15,97,320,2025
15,118,15,2025
15,127,115,2025
16,59,1275,2025
16,121,120,2025
16,28,205,2025
16,118,5,2025
16,94,55,2025
17,118,40,2025
17,110,6,2025
17,82,145,2025
17,114,5,2025
17,83,20,2025
17,106,9,2025
18,33,10,2025
18,197,1193,2025
18,200,1893,2025
18,110,6,2025
18,123,15,2025
18,124,75,2025
18,118,105,2025
18,97,20,2025
18,161,80,2025
18,28,165,2025
18,29,15,2025
18,61,1000,2025
18,104,531,2025
7,19,44593,2024
1,20,5934,2024
7,20,61503,2024
1,21,28992,2024
7,21,18042,2024
1,22,42161,2024
7,22,31600,2024
18,22,3842,2024
7,23,5525,2024
7,24,8022,2024
7,25,19635,2024
7,26,7858,2024
7,27,1060,2024
1,28,5390,2024
7,28,30635,2024
13,28,131,2024
14,28,20,2024
15,28,645,2024
7,29,1700,2024
1,30,1620,2024
7,30,6535,2024
1,31,5478,2024
7,31,78542,2024
8,31,5,2024
9,31,35,2024
13,31,120,2024
14,31,115,2024
15,31,385,2024
1,32,822,2024
7,32,1973,2024
7,33,1285,2024
16,34,52700,2024
3,36,35160,2024
7,36,205,2024
8,36,360,2024
14,36,7500,2024
3,37,2625,2024
3,38,11980,2024
7,38,1050,2024
8,38,70785,2024
14,38,2680,2024
3,39,36375,2024
14,39,3775,2024
16,39,1750,2024
3,40,16430,2024
14,40,400,2024
16,40,1200,2024
3,41,70385,2024
7,41,1500,2024
8,41,2350,2024
14,41,5000,2024
16,41,1500,2024
3,42,98330,2024
16,42,4500,2024
4,43,1250,2024
7,43,40610,2024
14,43,2250,2024
17,43,665,2024
4,44,10000,2024
7,44,31560,2024
8,44,330,2024
4,45,17000,2024
7,45,36025,2024
8,45,7815,2024
9,45,3910,2024
14,45,68005,2024
17,45,65,2024
4,46,615,2024
7,46,44625,2024
14,46,3120,2024
17,46,655,2024
4,47,12500,2024
7,47,33750,2024
14,47,7200,2024
4,48,15500,2024
14,48,4400,2024
4,49,15500,2024
7,49,49420,2024
14,49,2000,2024
17,49,300,2024
4,50,2745,2024
7,50,59555,2024
8,50,6455,2024
14,50,109930,2024
4,51,225,2024
7,51,63085,2024
8,51,200,2024
14,51,13175,2024
1,52,265,2024
7,52,3530,2024
7,53,24976,2024
7,54,13996,2024
1,55,5025,2024
7,55,11960,2024
8,55,690,2024
14,55,240,2024
1,56,11935,2024
7,56,20970,2024
1,57,6168,2024
7,57,20355,2024
8,57,172,2024
1,58,6275,2024
7,58,39280,2024
1,59,8691,2024
7,59,15980,2024
8,59,433,2024
7,60,12202,2024
1,61,7645,2024
7,61,44925,2024
1,62,17195,2024
7,62,111564,2024
1,63,5368,2024
7,63,19295,2024
1,64,4006,2024
7,64,47170,2024
1,65,40320,2024
7,65,79112,2024
1,66,520,2024
7,66,1045,2024
1,67,415,2024
7,67,215,2024
1,68,1145,2024
7,68,2620,2024
7,69,8209,2024
1,70,850,2024
7,70,3217,2024
1,71,550,2024
7,71,3415,2024
1,72,880,2024
7,72,1430,2024
7,74,11160,2024
1,75,30,2024
7,75,3162,2024
1,76,15,2024
7,76,13559,2024
1,77,1355,2024
7,77,10230,2024
1,78,25,2024
7,78,7154,2024
7,79,7786,2024
7,80,400,2024
8,80,160194,2024
7,81,25,2024
8,81,6980,2024
14,81,165,2024
7,82,4335,2024
8,82,2021,2024
9,82,105,2024
14,82,1024,2024
16,82,35,2024
8,83,5240,2024
3,84,335,2024
8,84,1330,2024
14,84,45,2024
16,84,600,2024
8,85,1835,2024
4,86,108,2024
8,86,8790,2024
14,86,7680,2024
3,87,2970,2024
7,87,1520,2024
8,87,4150,2024
14,87,1215,2024
16,87,5300,2024
7,88,1225,2024
8,88,7280,2024
14,88,1435,2024
7,89,15,2024
8,89,1230,2024
14,89,105,2024
16,89,170,2024
8,90,104230,2024
8,91,32110,2024
14,91,165,2024
3,92,4525,2024
7,92,850,2024
8,92,900,2024
14,92,4285,2024
16,92,6785,2024
8,93,92270,2024
14,93,250,2024
3,94,45,2024
7,94,65,2024
8,94,810,2024
14,94,130,2024
8,95,37920,2024
7,58,27785,2024
9,58,5453,2024
15,58,960,2024
1,97,1648,2024
7,97,28393,2024
9,97,1290,2024
7,98,6741,2024
7,99,6253,2024
9,99,1812,2024
7,100,8999,2024
9,100,10018,2024
15,100,2100,2024
17,100,365,2024
18,100,125,2024
7,101,2438,2024
7,102,14846,2024
7,103,26915,2024
9,103,3986,2024
1,104,361,2024
7,104,64174,2024
13,104,25,2024
1,105,2364,2024
7,105,50734,2024
1,106,2820,2024
7,106,57704,2024
13,106,78,2024
1,107,1220,2024
7,107,39155,2024
7,108,55292,2024
1,109,697,2024
7,109,47595,2024
1,110,1931,2024
7,110,80680,2024
13,110,200,2024
1,112,57,2024
7,112,75,2024
13,112,13,2024
1,113,225,2024
7,113,885,2024
14,113,10,2024
7,114,465,2024
9,114,15,2024
1,115,385,2024
7,115,810,2024
1,117,61373,2024
3,117,71,2024
7,117,150553,2024
8,117,5031,2024
9,117,5138,2024
13,117,2199,2024
14,117,3058,2024
15,117,3065,2024
16,117,191,2024
18,117,875,2024
1,118,730,2024
7,118,4280,2024
9,118,70,2024
13,118,37,2024
14,118,10,2024
1,119,888,2024
3,119,75,2024
7,119,4333,2024
8,119,20,2024
9,119,125,2024
13,119,10,2024
14,119,197,2024
15,119,163,2024
16,119,185,2024
1,120,40,2024
7,120,565,2024
9,120,10,2024
15,120,5,2024
7,121,64637,2024
8,121,107,2024
1,122,4663,2024
7,122,147091,2024
13,122,15,2024
7,123,27445,2024
1,124,1760,2024
7,124,109003,2024
1,125,5799,2024
7,125,158236,2024
1,126,984,2024
7,126,17235,2024
1,127,1935,2024
3,127,65,2024
7,127,170175,2024
8,127,50,2024
9,127,25,2024
1,128,4960,2024
7,128,41435,2024
13,128,2400,2024
1,129,13594,2024
7,129,35080,2024
13,129,1882,2024
1,130,10417,2024
7,130,50066,2024
13,130,1980,2024
1,131,13590,2024
7,131,52600,2024
13,131,3295,2024
1,13,32213,2024
7,13,84923,2024
13,13,26253,2024
1,133,10903,2024
7,133,47544,2024
13,133,1807,2024
1,134,18074,2024
7,134,42198,2024
13,134,1309,2024
14,135,2795,2024
8,136,1365,2024
14,136,8675,2024
3,137,1025,2024
14,137,9575,2024
3,138,2350,2024
7,138,3525,2024
8,138,4705,2024
14,138,89975,2024
16,138,1175,2024
14,139,141693,2024
3,140,2000,2024
7,140,9000,2024
8,140,5020,2024
14,140,154430,2024
16,140,3000,2024
14,141,2910,2024
3,142,2250,2024
7,142,1625,2024
8,142,885,2024
14,142,24985,2024
16,142,250,2024
14,143,1925,2024
3,144,1040,2024
14,144,60160,2024
7,145,2500,2024
14,145,26860,2024
3,146,50,2024
14,146,5325,2024
8,147,375,2024
14,147,26145,2024
14,148,6495,2024
14,149,77790,2024
16,149,175,2024
14,151,9875,2024
3,152,650,2024
8,152,210,2024
14,152,29895,2024
14,154,19625,2024
14,155,2725,2024
1,156,1833,2024
7,156,14484,2024
9,156,245,2024
15,156,1650,2024
1,157,790,2024
7,157,13146,2024
9,157,3330,2024
13,157,165,2024
15,157,1103,2024
7,158,6285,2024
9,158,600,2024
15,158,926,2024
1,159,5,2024
7,159,1798,2024
9,159,81,2024
15,159,35,2024
7,160,1804,2024
9,160,30,2024
15,160,3563,2024
1,161,260,2024
7,161,3850,2024
9,161,227,2024
15,161,1347,2024
17,161,20,2024
15,162,28675,2024
1,163,15,2024
7,163,1137,2024
9,163,5,2024
18,163,59,2024
7,164,1420,2024
7,165,8045,2024
9,165,5,2024
15,165,5920,2024
7,166,1900,2024
7,167,2484,2024
9,167,697,2024
15,167,53445,2024
7,168,6625,2024
9,168,295,2024
15,168,5779,2024
17,168,10,2024
18,168,10,2024
7,169,2013,2024
3,170,900,2024
4,170,1500,2024
7,170,1425,2024
14,170,6315,2024
16,170,21280,2024
14,171,195,2024
16,171,755,2024
3,172,2615,2024
4,172,185,2024
7,172,755,2024
14,172,885,2024
16,172,1985,2024
16,173,13435,2024
7,174,434,2024
8,174,311,2024
16,174,40900,2024
16,175,10920,2024
14,176,1030,2024
16,176,40165,2024
16,177,26225,2024
7,178,7835,2024
9,178,1904,2024
7,179,3581,2024
14,179,100,2024
17,179,610,2024
7,180,7105,2024
17,180,8925,2024
7,181,5731,2024
9,181,355,2024
14,181,60,2024
17,181,20315,2024
7,182,517,2024
9,182,5882,2024
17,182,100,2024
7,183,1139,2024
9,183,376,2024
15,183,4455,2024
7,184,2795,2024
9,184,5,2024
17,184,1440,2024
7,185,15754,2024
8,185,8,2024
9,185,548,2024
15,185,6,2024
17,185,725,2024
7,186,6823,2024
9,186,35,2024
15,186,145,2024
17,186,6325,2024
4,187,5,2024
7,187,1368,2024
9,187,156,2024
17,187,865,2024
7,188,149,2024
17,188,24480,2024
7,189,4774,2024
8,189,71,2024
9,189,987,2024
14,189,90,2024
17,189,1195,2024
7,190,165,2024
9,190,160,2024
15,190,912,2024
17,190,515,2024
7,191,3634,2024
8,191,741,2024
9,191,191,2024
17,191,169,2024
7,192,85921,2024
1,193,7164,2024
7,193,95252,2024
9,193,220,2024
18,193,512,2024
1,194,140,2024
7,194,14810,2024
18,194,319,2024
7,195,46755,2024
18,195,49,2024
1,196,2219,2024
7,196,27753,2024
9,196,49,2024
13,196,55,2024
18,196,3593,2024
1,197,29770,2024
7,197,90448,2024
7,198,79213,2024
18,198,208,2024
7,199,17483,2024
16,118,5,2024
7,116,300,2024
9,83,320,2024
14,83,185,2024
17,83,20,2024
8,203,570,2024
1,114,105,2024
1,123,1950,2024
8,178,25,2024
16,94,55,2024
1,58,25,2024
13,97,235,2024
15,97,600,2024
4,83,100,2024
7,111,190,2024
3,83,40,2024
15,118,15,2024
8,112,15,2024
9,112,25,2024
15,116,10,2024
14,112,40,2024
1,19,11562,2024
9,116,10,2024
18,200,2409,2024
8,114,10,2024
14,114,5,2024
15,184,5,2024
8,116,15,2024
1,116,10,2024
1,111,20,2024
14,44,25,2024
7,200,10018,2024
1,200,1448,2024
13,22,120,2024
1,23,18173,2024
1,24,14133,2024
1,198,9552,2024
18,197,250,2024
1,25,12128,2024
1,26,27273,2024
3,171,5,2024
18,161,75,2024
18,28,50,2024
7,83,255,2024
13,29,450,2024
7,86,211,2024
1,53,44221,2024
1,195,102,2024
1,54,17494,2024
8,54,262,2024
9,55,350,2024
14,59,55,2024
1,202,20,2024
7,7,1615,2024
14,80,18539,2024
3,82,25,2024
1,192,470,2024
17,82,145,2024
1,83,65,2024
1,29,380,2024
